id,name,location,created_at,updated_at,cluster_id,edms_id,building_type_id,connection_type_id,location_x,location_y,feeder_id
4015,HEDNO_wind_4015,Καρύστου,,,99,104015,,,,,
4016,HEDNO_wind_4016,Ηρακλείου,,,99,104016,,,,,
4017,HEDNO_wind_4017,Αλιβερίου,,,99,104017,,,,,
4018,HEDNO_wind_4018,Καρύστου,,,99,104018,,,,,
4019,HEDNO_wind_4019,Καρύστου,,,99,104019,,,,,
4020,HEDNO_wind_4020,Καρύστου,,,99,104020,,,,,
4021,HEDNO_wind_4021,Ηρακλείου,,,99,104021,,,,,
4022,HEDNO_wind_4022,Αλιβερίου,,,99,104022,,,,,
4023,HEDNO_wind_4023,Αλιβερίου,,,99,104023,,,,,
4024,HEDNO_wind_4024,Ηρακλείου,,,99,104024,,,,,
4025,HEDNO_wind_4025,Σητείας,,,99,104025,,,,,
4026,HEDNO_wind_4026,Σητείας,,,99,104026,,,,,
4027,HEDNO_wind_4027,Ηρακλείου,,,99,104027,,,,,
4028,HEDNO_wind_4028,Τρίπολης,,,99,104028,,,,,
4029,HEDNO_wind_4029,Αλιβερίου,,,99,104029,,,,,
4030,HEDNO_wind_4030,Καρύστου,,,99,104030,,,,,
4031,HEDNO_wind_4031,Καρύστου,,,99,104031,,,,,
4032,HEDNO_wind_4032,Καρύστου,,,99,104032,,,,,
4033,HEDNO_wind_4033,Ρεθύμνου,,,99,104033,,,,,
4034,HEDNO_wind_4034,Αλιβερίου,,,99,104034,,,,,
4035,HEDNO_wind_4035,Καρύστου,,,99,104035,,,,,
4036,HEDNO_wind_4036,Κεφαλληνίας,,,99,104036,,,,,
4037,HEDNO_wind_4037,Ρεθύμνου,,,99,104037,,,,,
4038,HEDNO_wind_4038,Ηρακλείου,,,99,104038,,,,,
4039,HEDNO_wind_4039,Πάτρας,,,99,104039,,,,,
4040,HEDNO_wind_4040,Καρύστου,,,99,104040,,,,,
4041,HEDNO_wind_4041,Κεφαλληνίας,,,99,104041,,,,,
4042,HEDNO_wind_4042,Αλιβερίου,,,99,104042,,,,,
4043,HEDNO_wind_4043,Τρίπολης,,,99,104043,,,,,
4044,HEDNO_wind_4044,Αλιβερίου,,,99,104044,,,,,
4045,HEDNO_wind_4045,Ηρακλείου,,,99,104045,,,,,
4046,HEDNO_wind_4046,Καρύστου,,,99,104046,,,,,
4047,HEDNO_wind_4047,Καρύστου,,,99,104047,,,,,
4048,HEDNO_wind_4048,Αλιβερίου,,,99,104048,,,,,
4049,HEDNO_wind_4049,Καρύστου,,,99,104049,,,,,
4050,HEDNO_wind_4050,Καρύστου,,,99,104050,,,,,
5001,HEDNO_commercial_MV_5001,Μ.Τ. Περ. Φιλοθέης,,,102,5001,,,,,
5002,HEDNO_commercial_MV_5002,Μ.Τ Περ. Περιστερίου,,,102,5002,,,,,
5003,HEDNO_commercial_MV_5003,Κοζάνης,,,102,5003,,,,,
5004,HEDNO_commercial_MV_5004,Μ.Τ Περ. Αθηνών,,,102,5004,,,,,
5005,HEDNO_commercial_MV_5005,Πτολεμαϊδας,,,102,5005,,,,,
5006,HEDNO_commercial_MV_5006,Κοζάνης,,,102,5006,,,,,
5007,HEDNO_commercial_MV_5007,Κοζάνης,,,102,5007,,,,,
5008,HEDNO_commercial_MV_5008,Μ.Τ Περ. Αθηνών,,,102,5008,,,,,
5009,HEDNO_commercial_MV_5009,Μ.Τ. Περ. Φιλοθέης,,,102,5009,,,,,
5010,HEDNO_commercial_MV_5010,Πάτρας,,,102,5010,,,,,
5011,HEDNO_commercial_MV_5011,Μ.Τ. Περ. Φιλοθέης,,,102,5011,,,,,
5012,HEDNO_commercial_MV_5012,Μ.Τ Περ. Αθηνών,,,102,5012,,,,,
5013,HEDNO_commercial_MV_5013,Καρδίτσας,,,102,5013,,,,,
5014,HEDNO_commercial_MV_5014,Καρδίτσας,,,102,5014,,,,,
5015,HEDNO_commercial_MV_5015,Μ.Τ Περ. Αθηνών,,,102,5015,,,,,
5016,HEDNO_commercial_MV_5016,Μ.Τ Περ. Αθηνών,,,102,5016,,,,,
5017,HEDNO_commercial_MV_5017,Μ.Τ Περ. Πειραιώς,,,102,5017,,,,,
5018,HEDNO_commercial_MV_5018,Μ.Τ Περ. Πειραιώς,,,102,5018,,,,,
5019,HEDNO_commercial_MV_5019,Μ.Τ Περ. Πειραιώς,,,102,5019,,,,,
5020,HEDNO_commercial_MV_5020,Μ.Τ Περ. Πειραιώς,,,102,5020,,,,,
5021,HEDNO_commercial_MV_5021,Κεντρ. Θεσ/κης,,,102,5021,,,,,
5022,HEDNO_commercial_MV_5022,Κεντρ. Θεσ/κης,,,102,5022,,,,,
5023,HEDNO_commercial_MV_5023,Κεντρ. Θεσ/κης,,,102,5023,,,,,
5024,HEDNO_commercial_MV_5024,Κεντρ. Θεσ/κης,,,102,5024,,,,,
5025,HEDNO_commercial_MV_5025,Κεντρ. Θεσ/κης,,,102,5025,,,,,
5026,HEDNO_commercial_MV_5026,Κεντρ. Θεσ/κης,,,102,5026,,,,,
5027,HEDNO_commercial_MV_5027,Κεντρ. Θεσ/κης,,,102,5027,,,,,
5028,HEDNO_commercial_MV_5028,Κεντρ. Θεσ/κης,,,102,5028,,,,,
5029,HEDNO_commercial_MV_5029,Κεντρ. Θεσ/κης,,,102,5029,,,,,
5030,HEDNO_commercial_MV_5030,Πτολεμαϊδας,,,102,5030,,,,,
5031,HEDNO_commercial_MV_5031,Μ.Τ Περ. Πειραιώς,,,102,5031,,,,,
5032,HEDNO_commercial_MV_5032,Καρδίτσας,,,102,5032,,,,,
5033,HEDNO_commercial_MV_5033,Μ.Τ. Περ. Φιλοθέης,,,102,5033,,,,,
5034,HEDNO_commercial_MV_5034,Πάτρας,,,102,5034,,,,,
5035,HEDNO_commercial_MV_5035,Μ.Τ Περ. Περιστερίου,,,102,5035,,,,,
5036,HEDNO_commercial_MV_5036,Πάτρας,,,102,5036,,,,,
5037,HEDNO_commercial_MV_5037,Πάτρας,,,102,5037,,,,,
5038,HEDNO_commercial_MV_5038,Πάτρας,,,102,5038,,,,,
5039,HEDNO_commercial_MV_5039,Μ.Τ Περ. Περιστερίου,,,102,5039,,,,,
5040,HEDNO_commercial_MV_5040,Μ.Τ Περ. Περιστερίου,,,102,5040,,,,,
5041,HEDNO_commercial_MV_5041,Πάτρας,,,102,5041,,,,,
5042,HEDNO_commercial_MV_5042,Μ.Τ. Περ. Φιλοθέης,,,102,5042,,,,,
5043,HEDNO_commercial_MV_5043,Πτολεμαϊδας,,,102,5043,,,,,
5044,HEDNO_commercial_MV_5044,Κοζάνης,,,102,5044,,,,,
5045,HEDNO_commercial_MV_5045,Καρδίτσας,,,102,5045,,,,,
5046,HEDNO_commercial_MV_5046,Μ.Τ. Περ. Φιλοθέης,,,102,5046,,,,,
5047,HEDNO_commercial_MV_5047,Κεντρ. Θεσ/κης,,,102,5047,,,,,
5048,HEDNO_commercial_MV_5048,Μ.Τ. Περ. Φιλοθέης,,,102,5048,,,,,
5049,HEDNO_commercial_MV_5049,Μ.Τ Περ. Πειραιώς,,,102,5049,,,,,
5050,HEDNO_commercial_MV_5050,Μ.Τ Περ. Αθηνών,,,102,5050,,,,,
6001,HEDNO_biomhxanikoi_6001,Δυτ. Θεσ/κης,,,101,6001,,,,,
6002,HEDNO_biomhxanikoi_6002,Λαυρίου,,,101,6002,,,,,
6003,HEDNO_biomhxanikoi_6003,Δυτ. Θεσ/κης,,,101,6003,,,,,
6004,HEDNO_biomhxanikoi_6004,Κορωπίου,,,101,6004,,,,,
6005,HEDNO_biomhxanikoi_6005,Δυτ. Θεσ/κης,,,101,6005,,,,,
6006,HEDNO_biomhxanikoi_6006,Χαλκίδας,,,101,6006,,,,,
6007,HEDNO_biomhxanikoi_6007,Δυτ. Θεσ/κης,,,101,6007,,,,,
6008,HEDNO_biomhxanikoi_6008,Δυτ. Θεσ/κης,,,101,6008,,,,,
6009,HEDNO_biomhxanikoi_6009,Δυτ. Θεσ/κης,,,101,6009,,,,,
6010,HEDNO_biomhxanikoi_6010,Καβάλας,,,101,6010,,,,,
6011,HEDNO_biomhxanikoi_6011,Ορεστιάδας,,,101,6011,,,,,
6012,HEDNO_biomhxanikoi_6012,Αιγίου,,,101,6012,,,,,
6013,HEDNO_biomhxanikoi_6013,Φλώρινας,,,101,6013,,,,,
6014,HEDNO_biomhxanikoi_6014,Δυτ. Θεσ/κης,,,101,6014,,,,,
6015,HEDNO_biomhxanikoi_6015,Αιγάλεω,,,101,6015,,,,,
6016,HEDNO_biomhxanikoi_6016,Αιγάλεω,,,101,6016,,,,,
6017,HEDNO_biomhxanikoi_6017,Κορωπίου,,,101,6017,,,,,
6018,HEDNO_biomhxanikoi_6018,Δυτ. Θεσ/κης,,,101,6018,,,,,
6019,HEDNO_biomhxanikoi_6019,Βόλου,,,101,6019,,,,,
6020,HEDNO_biomhxanikoi_6020,Αγρινίου,,,101,6020,,,,,
6021,HEDNO_biomhxanikoi_6021,Δυτ. Θεσ/κης,,,101,6021,,,,,
6022,HEDNO_biomhxanikoi_6022,Κορωπίου,,,101,6022,,,,,
6023,HEDNO_biomhxanikoi_6023,Αιγίου,,,101,6023,,,,,
6024,HEDNO_biomhxanikoi_6024,Λαυρίου,,,101,6024,,,,,
6025,HEDNO_biomhxanikoi_6025,Δυτ. Θεσ/κης,,,101,6025,,,,,
6026,HEDNO_biomhxanikoi_6026,Δυτ. Θεσ/κης,,,101,6026,,,,,
6027,HEDNO_biomhxanikoi_6027,Δυτ. Θεσ/κης,,,101,6027,,,,,
6028,HEDNO_biomhxanikoi_6028,Δυτ. Θεσ/κης,,,101,6028,,,,,
6029,HEDNO_biomhxanikoi_6029,Πάτρας,,,101,6029,,,,,
6030,HEDNO_biomhxanikoi_6030,Δυτ. Θεσ/κης,,,101,6030,,,,,
6031,HEDNO_biomhxanikoi_6031,Δυτ. Θεσ/κης,,,101,6031,,,,,
6032,HEDNO_biomhxanikoi_6032,Δυτ. Θεσ/κης,,,101,6032,,,,,
6033,HEDNO_biomhxanikoi_6033,Δυτ. Θεσ/κης,,,101,6033,,,,,
6034,HEDNO_biomhxanikoi_6034,Αλιβερίου,,,101,6034,,,,,
6035,HEDNO_biomhxanikoi_6035,Δυτ. Θεσ/κης,,,101,6035,,,,,
6036,HEDNO_biomhxanikoi_6036,Κορωπίου,,,101,6036,,,,,
6037,HEDNO_biomhxanikoi_6037,Δυτ. Θεσ/κης,,,101,6037,,,,,
6038,HEDNO_biomhxanikoi_6038,Κορωπίου,,,101,6038,,,,,
6039,HEDNO_biomhxanikoi_6039,Κ.Αχαϊας,,,101,6039,,,,,
6040,HEDNO_biomhxanikoi_6040,Δυτ. Θεσ/κης,,,101,6040,,,,,
6041,HEDNO_biomhxanikoi_6041,Περιστερίου,,,101,6041,,,,,
6042,HEDNO_biomhxanikoi_6042,Πάτρας,,,101,6042,,,,,
6043,HEDNO_biomhxanikoi_6043,Λαυρίου,,,101,6043,,,,,
6044,HEDNO_biomhxanikoi_6044,Δυτ. Θεσ/κης,,,101,6044,,,,,
6045,HEDNO_biomhxanikoi_6045,Δυτ. Θεσ/κης,,,101,6045,,,,,
6046,HEDNO_biomhxanikoi_6046,Δυτ. Θεσ/κης,,,101,6046,,,,,
6047,HEDNO_biomhxanikoi_6047,Κορωπίου,,,101,6047,,,,,
6048,HEDNO_biomhxanikoi_6048,Αιγάλεω,,,101,6048,,,,,
6049,HEDNO_biomhxanikoi_6049,Δυτ. Θεσ/κης,,,101,6049,,,,,
6050,HEDNO_biomhxanikoi_6050,Δυτ. Θεσ/κης,,,101,6050,,,,,
7001,HEDNO_biomhxanikoi_MV_7001,Μ.Τ Περ. Περιστερίου,,,100,7001,,,,,
7002,HEDNO_biomhxanikoi_MV_7002,Δυτ. Θεσ/κης,,,100,7002,,,,,
7003,HEDNO_biomhxanikoi_MV_7003,Κιλκίς,,,100,7003,,,,,
7004,HEDNO_biomhxanikoi_MV_7004,Βόλου,,,100,7004,,,,,
7005,HEDNO_biomhxanikoi_MV_7005,Βόλου,,,100,7005,,,,,
7006,HEDNO_biomhxanikoi_MV_7006,Βόλου,,,100,7006,,,,,
7007,HEDNO_biomhxanikoi_MV_7007,Βόλου,,,100,7007,,,,,
7008,HEDNO_biomhxanikoi_MV_7008,Δυτ. Θεσ/κης,,,100,7008,,,,,
7009,HEDNO_biomhxanikoi_MV_7009,Κιλκίς,,,100,7009,,,,,
7010,HEDNO_biomhxanikoi_MV_7010,Δυτ. Θεσ/κης,,,100,7010,,,,,
7011,HEDNO_biomhxanikoi_MV_7011,Δυτ. Θεσ/κης,,,100,7011,,,,,
7012,HEDNO_biomhxanikoi_MV_7012,Δυτ. Θεσ/κης,,,100,7012,,,,,
7013,HEDNO_biomhxanikoi_MV_7013,Κιλκίς,,,100,7013,,,,,
7014,HEDNO_biomhxanikoi_MV_7014,Κιλκίς,,,100,7014,,,,,
7015,HEDNO_biomhxanikoi_MV_7015,Κιλκίς,,,100,7015,,,,,
7016,HEDNO_biomhxanikoi_MV_7016,Κιλκίς,,,100,7016,,,,,
7017,HEDNO_biomhxanikoi_MV_7017,Κιλκίς,,,100,7017,,,,,
7018,HEDNO_biomhxanikoi_MV_7018,Κιλκίς,,,100,7018,,,,,
7019,HEDNO_biomhxanikoi_MV_7019,Κιλκίς,,,100,7019,,,,,
7020,HEDNO_biomhxanikoi_MV_7020,Κεντρ. Θεσ/κης,,,100,7020,,,,,
7021,HEDNO_biomhxanikoi_MV_7021,Δυτ. Θεσ/κης,,,100,7021,,,,,
7022,HEDNO_biomhxanikoi_MV_7022,Αρναίας,,,100,7022,,,,,
7023,HEDNO_biomhxanikoi_MV_7023,Κιλκίς,,,100,7023,,,,,
7024,HEDNO_biomhxanikoi_MV_7024,Βόλου,,,100,7024,,,,,
7025,HEDNO_biomhxanikoi_MV_7025,Μ.Τ Περ. Περιστερίου,,,100,7025,,,,,
7026,HEDNO_biomhxanikoi_MV_7026,Βόλου,,,100,7026,,,,,
7027,HEDNO_biomhxanikoi_MV_7027,Βόλου,,,100,7027,,,,,
7028,HEDNO_biomhxanikoi_MV_7028,Βόλου,,,100,7028,,,,,
7029,HEDNO_biomhxanikoi_MV_7029,Βόλου,,,100,7029,,,,,
7030,HEDNO_biomhxanikoi_MV_7030,Πάτρας,,,100,7030,,,,,
7031,HEDNO_biomhxanikoi_MV_7031,Πάτρας,,,100,7031,,,,,
7032,HEDNO_biomhxanikoi_MV_7032,Πάτρας,,,100,7032,,,,,
7033,HEDNO_biomhxanikoi_MV_7033,Πάτρας,,,100,7033,,,,,
7034,HEDNO_biomhxanikoi_MV_7034,Πάτρας,,,100,7034,,,,,
7035,HEDNO_biomhxanikoi_MV_7035,Πάτρας,,,100,7035,,,,,
7036,HEDNO_biomhxanikoi_MV_7036,Πάτρας,,,100,7036,,,,,
7037,HEDNO_biomhxanikoi_MV_7037,Πάτρας,,,100,7037,,,,,
7038,HEDNO_biomhxanikoi_MV_7038,Πάτρας,,,100,7038,,,,,
7039,HEDNO_biomhxanikoi_MV_7039,Πάτρας,,,100,7039,,,,,
7040,HEDNO_biomhxanikoi_MV_7040,Βόλου,,,100,7040,,,,,
7041,HEDNO_biomhxanikoi_MV_7041,Μ.Τ Περ. Περιστερίου,,,100,7041,,,,,
7042,HEDNO_biomhxanikoi_MV_7042,Μ.Τ Περ. Περιστερίου,,,100,7042,,,,,
7043,HEDNO_biomhxanikoi_MV_7043,Πάτρας,,,100,7043,,,,,
7044,HEDNO_biomhxanikoi_MV_7044,Κεντρ. Θεσ/κης,,,100,7044,,,,,
7045,HEDNO_biomhxanikoi_MV_7045,Δυτ. Θεσ/κης,,,100,7045,,,,,
7046,HEDNO_biomhxanikoi_MV_7046,Βόλου,,,100,7046,,,,,
7047,HEDNO_biomhxanikoi_MV_7047,Βόλου,,,100,7047,,,,,
7048,HEDNO_biomhxanikoi_MV_7048,Κιλκίς,,,100,7048,,,,,
7049,HEDNO_biomhxanikoi_MV_7049,Πάτρας,,,100,7049,,,,,
7050,HEDNO_biomhxanikoi_MV_7050,Δυτ. Θεσ/κης,,,100,7050,,,,,
8001,HEDNO_epaggelmatikoi_8001,Δυτ. Θεσ/κης,,,103,8001,,,,,
8002,HEDNO_epaggelmatikoi_8002,Κορωπίου,,,103,8002,,,,,
8003,HEDNO_epaggelmatikoi_8003,Καβάλας,,,103,8003,,,,,
8004,HEDNO_epaggelmatikoi_8004,Ν.Ιωνιας,,,103,8004,,,,,
8005,HEDNO_epaggelmatikoi_8005,Βόλου,,,103,8005,,,,,
8006,HEDNO_epaggelmatikoi_8006,Δυτ. Θεσ/κης,,,103,8006,,,,,
8007,HEDNO_epaggelmatikoi_8007,Κορωπίου,,,103,8007,,,,,
8008,HEDNO_epaggelmatikoi_8008,Κορωπίου,,,103,8008,,,,,
8009,HEDNO_epaggelmatikoi_8009,Κορωπίου,,,103,8009,,,,,
8010,HEDNO_epaggelmatikoi_8010,Πάτρας,,,103,8010,,,,,
8011,HEDNO_epaggelmatikoi_8011,Πάτρας,,,103,8011,,,,,
8012,HEDNO_epaggelmatikoi_8012,Δυτ. Θεσ/κης,,,103,8012,,,,,
8013,HEDNO_epaggelmatikoi_8013,Ανατ. Θεσ/κης,,,103,8013,,,,,
8014,HEDNO_epaggelmatikoi_8014,Φλώρινας,,,103,8014,,,,,
8015,HEDNO_epaggelmatikoi_8015,Καλλιθέας,,,103,8015,,,,,
8016,HEDNO_epaggelmatikoi_8016,Αιγάλεω,,,103,8016,,,,,
8017,HEDNO_epaggelmatikoi_8017,Ανατ. Θεσ/κης,,,103,8017,,,,,
8018,HEDNO_epaggelmatikoi_8018,Κορωπίου,,,103,8018,,,,,
8019,HEDNO_epaggelmatikoi_8019,Ανατ. Θεσ/κης,,,103,8019,,,,,
8020,HEDNO_epaggelmatikoi_8020,Πάτρας,,,103,8020,,,,,
8021,HEDNO_epaggelmatikoi_8021,Πάτρας,,,103,8021,,,,,
8022,HEDNO_epaggelmatikoi_8022,Πάτρας,,,103,8022,,,,,
8023,HEDNO_epaggelmatikoi_8023,Κ.Αχαϊας,,,103,8023,,,,,
8024,HEDNO_epaggelmatikoi_8024,Βόλου,,,103,8024,,,,,
8025,HEDNO_epaggelmatikoi_8025,Αγρινίου,,,103,8025,,,,,
8026,HEDNO_epaggelmatikoi_8026,Καβάλας,,,103,8026,,,,,
8027,HEDNO_epaggelmatikoi_8027,Καβάλας,,,103,8027,,,,,
8028,HEDNO_epaggelmatikoi_8028,Γλυφάδας,,,103,8028,,,,,
8029,HEDNO_epaggelmatikoi_8029,Δυτ. Θεσ/κης,,,103,8029,,,,,
8030,HEDNO_epaggelmatikoi_8030,Ανατ. Θεσ/κης,,,103,8030,,,,,
8031,HEDNO_epaggelmatikoi_8031,Πάτρας,,,103,8031,,,,,
8032,HEDNO_epaggelmatikoi_8032,Δυτ. Θεσ/κης,,,103,8032,,,,,
8033,HEDNO_epaggelmatikoi_8033,Κορωπίου,,,103,8033,,,,,
8034,HEDNO_epaggelmatikoi_8034,Καλλιθέας,,,103,8034,,,,,
8035,HEDNO_epaggelmatikoi_8035,Αιγάλεω,,,103,8035,,,,,
8036,HEDNO_epaggelmatikoi_8036,Πάτρας,,,103,8036,,,,,
8037,HEDNO_epaggelmatikoi_8037,Λάρισας,,,103,8037,,,,,
8038,HEDNO_epaggelmatikoi_8038,Δυτ. Θεσ/κης,,,103,8038,,,,,
8039,HEDNO_epaggelmatikoi_8039,Δυτ. Θεσ/κης,,,103,8039,,,,,
8040,HEDNO_epaggelmatikoi_8040,Αιγίου,,,103,8040,,,,,
8041,HEDNO_epaggelmatikoi_8041,Βόλου,,,103,8041,,,,,
8042,HEDNO_epaggelmatikoi_8042,Φλώρινας,,,103,8042,,,,,
8043,HEDNO_epaggelmatikoi_8043,Φλώρινας,,,103,8043,,,,,
8044,HEDNO_epaggelmatikoi_8044,Λάρισας,,,103,8044,,,,,
8045,HEDNO_epaggelmatikoi_8045,Κορωπίου,,,103,8045,,,,,
8046,HEDNO_epaggelmatikoi_8046,Κορωπίου,,,103,8046,,,,,
8047,HEDNO_epaggelmatikoi_8047,Βόλου,,,103,8047,,,,,
8048,HEDNO_epaggelmatikoi_8048,Αιγίου,,,103,8048,,,,,
8049,HEDNO_epaggelmatikoi_8049,Ανατ. Θεσ/κης,,,103,8049,,,,,
8050,HEDNO_epaggelmatikoi_8050,Αιγίου,,,103,8050,,,,,
9001,HEDNO_fwtismos_odwn_plateiwn_9001,Δράμας,,,104,9001,,,,,
9002,HEDNO_fwtismos_odwn_plateiwn_9002,Ανατ. Θεσ/κης,,,104,9002,,,,,
9003,HEDNO_fwtismos_odwn_plateiwn_9003,Κηφισιάς,,,104,9003,,,,,
9004,HEDNO_fwtismos_odwn_plateiwn_9004,Λ.Πύργου,,,104,9004,,,,,
9005,HEDNO_fwtismos_odwn_plateiwn_9005,Ωρωπού,,,104,9005,,,,,
9006,HEDNO_fwtismos_odwn_plateiwn_9006,Ξυλοκάστρου,,,104,9006,,,,,
9007,HEDNO_fwtismos_odwn_plateiwn_9007,Κορωπίου,,,104,9007,,,,,
9008,HEDNO_fwtismos_odwn_plateiwn_9008,Κηφισιάς,,,104,9008,,,,,
9009,HEDNO_fwtismos_odwn_plateiwn_9009,Γλυφάδας,,,104,9009,,,,,
9010,HEDNO_fwtismos_odwn_plateiwn_9010,Καλλιθέας,,,104,9010,,,,,
9011,HEDNO_fwtismos_odwn_plateiwn_9011,Χαλανδρίου,,,104,9011,,,,,
9012,HEDNO_fwtismos_odwn_plateiwn_9012,Ανατ. Θεσ/κης,,,104,9012,,,,,
9013,HEDNO_fwtismos_odwn_plateiwn_9013,Κορωπίου,,,104,9013,,,,,
9014,HEDNO_fwtismos_odwn_plateiwn_9014,Κηφισιάς,,,104,9014,,,,,
