id,date,dayhour,price,region_id,created_at,updated_at
29,2014-01-01,15,37.02,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
30,2014-01-01,15,37.02,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
31,2014-01-01,16,50.3,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
32,2014-01-01,16,50.3,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
33,2014-01-01,17,62.71,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
34,2014-01-01,17,62.71,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
35,2014-01-01,18,65.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
36,2014-01-01,18,65.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
37,2014-01-01,19,74.31,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
38,2014-01-01,19,74.31,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
39,2014-01-01,20,74.73,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
40,2014-01-01,20,74.73,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
41,2014-01-01,21,72.15,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
42,2014-01-01,21,72.15,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
43,2014-01-01,22,68.02,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
44,2014-01-01,22,68.02,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
45,2014-01-01,23,64.12,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
46,2014-01-01,23,64.12,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
47,2014-01-01,24,57.81,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
48,2014-01-01,24,57.81,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
49,2014-01-02,1,60.9,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
50,2014-01-02,1,60.9,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
51,2014-01-02,2,50.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
52,2014-01-02,2,50.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
53,2014-01-02,3,27.242129,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
54,2014-01-02,3,27.242129,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
55,2014-01-02,4,26.797223,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
56,2014-01-02,4,26.797223,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
57,2014-01-02,5,26.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
58,2014-01-02,5,26.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
59,2014-01-02,6,47.52,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
60,2014-01-02,6,47.52,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
61,2014-01-02,7,65.01,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
62,2014-01-02,7,65.01,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
63,2014-01-02,8,69.05,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
64,2014-01-02,8,69.05,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
65,2014-01-02,9,73.49,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
66,2014-01-02,9,73.49,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
67,2014-01-02,10,73.99,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
68,2014-01-02,10,73.99,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
69,2014-01-02,11,70.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
70,2014-01-02,11,70.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
71,2014-01-02,12,70.21,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
72,2014-01-02,12,70.21,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
73,2014-01-02,13,67.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
74,2014-01-02,13,67.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
75,2014-01-02,14,60.35,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
76,2014-01-02,14,60.35,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
77,2014-01-02,15,64.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
78,2014-01-02,15,64.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
79,2014-01-02,16,67.95,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
80,2014-01-02,16,67.95,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
81,2014-01-02,17,73.29,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
82,2014-01-02,17,73.29,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
83,2014-01-02,18,74.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
84,2014-01-02,18,74.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
85,2014-01-02,19,78.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
86,2014-01-02,19,78.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
87,2014-01-02,20,77.04,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
88,2014-01-02,20,77.04,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
89,2014-01-02,21,73.449725,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
90,2014-01-02,21,73.449725,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
91,2014-01-02,22,68.8,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
92,2014-01-02,22,68.8,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
93,2014-01-02,23,65.05,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
94,2014-01-02,23,65.05,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
95,2014-01-02,24,61.54,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
96,2014-01-02,24,61.54,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
97,2014-01-03,1,56.65,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
98,2014-01-03,1,56.65,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
99,2014-01-03,2,50.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
100,2014-01-03,2,50.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
101,2014-01-03,3,24.68598,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
102,2014-01-03,3,24.68598,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
103,2014-01-03,4,23.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
104,2014-01-03,4,23.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
105,2014-01-03,5,21.75,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
106,2014-01-03,5,21.75,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
107,2014-01-03,6,43.27,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
108,2014-01-03,6,43.27,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
109,2014-01-03,7,64.5,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
110,2014-01-03,7,64.5,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
111,2014-01-03,8,69.88,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
112,2014-01-03,8,69.88,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
113,2014-01-03,9,72.9,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
114,2014-01-03,9,72.9,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
115,2014-01-03,10,65.05,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
116,2014-01-03,10,73.9,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
117,2014-01-03,11,65.05,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
118,2014-01-03,11,69.76,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
119,2014-01-03,12,65.03,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
120,2014-01-03,12,69.95,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
121,2014-01-03,13,64.5,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
122,2014-01-03,13,64.5,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
123,2014-01-03,14,60.1,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
124,2014-01-03,14,60.1,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
125,2014-01-03,15,64.5,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
126,2014-01-03,15,64.5,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
127,2014-01-03,16,66.68,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
128,2014-01-03,16,66.68,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
129,2014-01-03,17,72.1,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
130,2014-01-03,17,72.1,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
131,2014-01-03,18,74.45,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
132,2014-01-03,18,74.45,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
133,2014-01-03,19,77.39,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
134,2014-01-03,19,77.39,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
135,2014-01-03,20,76.14,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
136,2014-01-03,20,76.14,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
137,2014-01-03,21,70.72,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
138,2014-01-03,21,70.72,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
139,2014-01-03,22,66.65,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
140,2014-01-03,22,66.65,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
141,2014-01-03,23,65.03,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
142,2014-01-03,23,65.03,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
143,2014-01-03,24,64.5,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
144,2014-01-03,24,64.5,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
145,2014-01-04,1,59.5,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
146,2014-01-04,1,59.5,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
147,2014-01-04,2,59.4,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
148,2014-01-04,2,59.4,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
149,2014-01-04,3,50.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
150,2014-01-04,3,50.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
151,2014-01-04,4,40.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
152,2014-01-04,4,40.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
153,2014-01-04,5,35.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
154,2014-01-04,5,35.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
155,2014-01-04,6,48.98,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
156,2014-01-04,6,48.98,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
157,2014-01-04,7,60.89,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
158,2014-01-04,7,60.89,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
159,2014-01-04,8,71.36,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
160,2014-01-04,8,71.36,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
161,2014-01-04,9,70.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
162,2014-01-04,9,70.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
163,2014-01-04,10,76.68,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
164,2014-01-04,10,76.68,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
165,2014-01-04,11,73.46,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
166,2014-01-04,11,73.46,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
167,2014-01-04,12,61.78,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
168,2014-01-04,12,61.78,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
169,2014-01-04,13,65.07,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
170,2014-01-04,13,65.07,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
171,2014-01-04,14,61.33,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
172,2014-01-04,14,61.33,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
173,2014-01-04,15,61.23,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
174,2014-01-04,15,61.23,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
175,2014-01-04,16,62.63,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
176,2014-01-04,16,62.63,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
177,2014-01-04,17,65.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
178,2014-01-04,17,65.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
179,2014-01-04,18,70.38,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
180,2014-01-04,18,70.38,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
181,2014-01-04,19,72.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
182,2014-01-04,19,72.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
183,2014-01-04,20,73.44,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
184,2014-01-04,20,73.44,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
185,2014-01-04,21,69.95,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
186,2014-01-04,21,69.95,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
187,2014-01-04,22,64.65,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
188,2014-01-04,22,64.65,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
189,2014-01-04,23,61.31,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
190,2014-01-04,23,61.31,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
191,2014-01-04,24,55.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
192,2014-01-04,24,55.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
193,2014-01-05,1,41.3076,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
194,2014-01-05,1,41.3076,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
195,2014-01-05,2,24.19,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
196,2014-01-05,2,24.19,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
197,2014-01-05,3,14.93,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
198,2014-01-05,3,14.93,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
199,2014-01-05,4,9.22,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
200,2014-01-05,4,9.22,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
201,2014-01-05,5,5.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
202,2014-01-05,5,5.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
203,2014-01-05,6,10.01,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
204,2014-01-05,6,10.01,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
205,2014-01-05,7,14.35,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
206,2014-01-05,7,14.35,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
207,2014-01-05,8,17.57,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
208,2014-01-05,8,17.57,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
209,2014-01-05,9,30.33,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
210,2014-01-05,9,30.33,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
211,2014-01-05,10,55.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
212,2014-01-05,10,55.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
213,2014-01-05,11,59.42,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
214,2014-01-05,11,59.42,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
215,2014-01-05,12,60.02,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
216,2014-01-05,12,60.02,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
217,2014-01-05,13,58.7,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
218,2014-01-05,13,58.7,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
219,2014-01-05,14,49.95,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
220,2014-01-05,14,49.95,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
221,2014-01-05,15,46.55131,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
222,2014-01-05,15,46.55131,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
223,2014-01-05,16,50.01,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
224,2014-01-05,16,50.01,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
225,2014-01-05,17,59.67,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
226,2014-01-05,17,59.67,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
227,2014-01-05,18,68.05,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
228,2014-01-05,18,68.05,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
229,2014-01-05,19,70.04,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
230,2014-01-05,19,70.04,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
231,2014-01-05,20,74.15,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
232,2014-01-05,20,74.15,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
233,2014-01-05,21,70.38,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
234,2014-01-05,21,70.38,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
235,2014-01-05,22,65.05,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
236,2014-01-05,22,65.05,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
237,2014-01-05,23,61.1,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
238,2014-01-05,23,61.1,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
239,2014-01-05,24,58.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
240,2014-01-05,24,58.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
241,2014-01-06,1,55.01,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
242,2014-01-06,1,55.01,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
243,2014-01-06,2,53.22,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
244,2014-01-06,2,53.22,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
245,2014-01-06,3,39.5,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
246,2014-01-06,3,39.5,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
247,2014-01-06,4,34.86,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
248,2014-01-06,4,34.86,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
249,2014-01-06,5,35.48,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
250,2014-01-06,5,35.48,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
251,2014-01-06,6,45.0,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
252,2014-01-06,6,45.0,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
253,2014-01-06,7,59.4,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
254,2014-01-06,7,59.4,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
255,2014-01-06,8,59.86,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
256,2014-01-06,8,59.86,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
257,2014-01-06,9,62.26,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
258,2014-01-06,9,62.26,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
259,2014-01-06,10,63.37,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
260,2014-01-06,10,63.37,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
261,2014-01-06,11,61.03,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
262,2014-01-06,11,61.03,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
263,2014-01-06,12,59.75,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
264,2014-01-06,12,59.75,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
265,2014-01-06,13,59.47,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
266,2014-01-06,13,59.47,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
267,2014-01-06,14,54.56,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
268,2014-01-06,14,54.56,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
269,2014-01-06,15,59.43,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
270,2014-01-06,15,59.43,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
271,2014-01-06,16,62.73,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
272,2014-01-06,16,62.73,2,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
273,2014-01-06,17,66.738308,1,2015-03-27 02:00:00 UTC,2015-03-27 02:00:00 UTC
